"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"pop_mu[1]",-0.446808592949856,0.00199412865728889,0.0996338662405763,-0.644042299797114,-0.512271038428773,-0.44545218282671,-0.381365399725087,-0.252397509383355,2496.36231009941,1.0007603785165
"pop_mu[2]",-1.54257480212471,0.00102645292792353,0.0811710038806691,-1.70302353583489,-1.59616500451054,-1.54192623110816,-1.48844051880601,-1.38412952899302,6253.50870210035,1.00027935754774
"pop_mu[3]",-3.40441300145672,0.00484932940850785,0.330170469788454,-4.04048810636058,-3.6271624882644,-3.40724621924596,-3.18730826559711,-2.73896094130001,4635.67609274928,1.00070209644415
"pop_mu[4]",-1.05771678904539,0.00167687300339732,0.123945693716475,-1.29873839788942,-1.14095605737087,-1.05832142255267,-0.975484124052503,-0.810640956252169,5463.39422484635,1.00040910925753
"tau[1]",0.639807262502611,0.000851962360778207,0.0757385744303252,0.51006209312873,0.586849521198175,0.633067792234526,0.68594591185227,0.804682802695122,7903.0264660325,1.00051468732135
"tau[2]",0.471411439035384,0.000648419403035974,0.0776262922265509,0.337890425003952,0.416722183489597,0.464418549357055,0.520303914180758,0.641102977628367,14331.9631102555,1.0001294526742
"tau[3]",2.19828216600378,0.00298523775083296,0.286913736895999,1.71362308065314,1.99416733049272,2.17004568989667,2.37099963579917,2.83830037739614,9237.295436941,1.00029783624365
"tau[4]",0.805239590576444,0.000947309931056851,0.0949657647187845,0.63961280063816,0.738704221381748,0.798258201159814,0.864480406583971,1.01153545146384,10049.6273758737,1.00014538476091
"L[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"L[1,2]",0,NA,0,0,0,0,0,0,NA,NA
"L[1,3]",0,NA,0,0,0,0,0,0,NA,NA
"L[1,4]",0,NA,0,0,0,0,0,0,NA,NA
"L[2,1]",0.593727378493429,0.00089849265202807,0.12602950080109,0.311004606353792,0.516733764891151,0.606933715546042,0.685122868894432,0.799982691921418,19675.028610659,1.0001417665286
"L[2,2]",0.789479888628025,0.000662176659963264,0.0912495241346374,0.600023076700502,0.728427521792335,0.794752454837366,0.856146141800174,0.950408404005042,18989.4977696718,1.0001895934457
"L[2,3]",0,NA,0,0,0,0,0,0,NA,NA
"L[2,4]",0,NA,0,0,0,0,0,0,NA,NA
"L[3,1]",-0.0445535420567764,0.00157600585141434,0.140525174298326,-0.316177684213764,-0.141033673335947,-0.0452930565132803,0.0521446828278611,0.231335709777896,7950.46653789101,1.00058507084622
"L[3,2]",0.0758470066468858,0.00251320591188368,0.163027426843964,-0.250950692266677,-0.0333733121778156,0.0767982654663604,0.189433369051908,0.385347404400752,4207.89798595828,1.00082219255871
