"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[2514]",-0.103852048216719,0.000475955900296585,0.083661634237834,-0.322032035741631,-0.138743227293336,-0.0814647820665252,-0.0440298041422242,-0.0113975855098814,30897.2094937616,1.00007858846333
"log_lik[2515]",-0.177160526536604,0.000338030000032502,0.0806522680889954,-0.366517692551041,-0.2220304211053,-0.165306896780075,-0.118715985846686,-0.055655244446746,56927.5743514374,0.99996492555617
"log_lik[2516]",-0.1891314396682,0.000276761837978258,0.0599143212320028,-0.314786240669024,-0.228494396140618,-0.185832785924438,-0.146413424578217,-0.0817617142125608,46865.0273644706,0.999973876409083
"log_lik[2517]",-0.645624053426643,0.00107575357398682,0.256131140093805,-1.23848936317302,-0.790805527336186,-0.609306675802344,-0.461248730269475,-0.251295853302314,56689.0488173912,0.999922582544571
"log_lik[2518]",-0.0341151106616129,0.000129605986244415,0.0256301671921762,-0.100302940374427,-0.0455741213403947,-0.027725758756706,-0.0157263707842274,-0.00406670580086866,39106.8428360366,0.999985520711732
"log_lik[2519]",-0.0981518812762169,0.000246853607358883,0.0487463252807823,-0.212497897406198,-0.126572761272442,-0.0908834810517543,-0.0621383834431068,-0.0246379878822342,38994.6303823608,0.999975305910412
"log_lik[2520]",-0.247895539242116,0.000620215722016502,0.125602888094986,-0.547553940833062,-0.318480347112109,-0.227404127193388,-0.154854076572113,-0.0661983439324795,41012.2606718639,0.999992463335269
"log_lik[2521]",-0.0271591538835803,0.00012854392234783,0.0243613125437395,-0.0920323749197633,-0.035918913181525,-0.0202603672957325,-0.0105963451330773,-0.002361512211695,35916.8525533351,0.999991056113371
"log_lik[2522]",-0.358111257862083,0.000430916819046745,0.0967191932141634,-0.565084706669235,-0.419723133482166,-0.351539959731373,-0.289560075645755,-0.188939258007408,50377.7120559209,0.999937585735226
"log_lik[2523]",-0.0954818733075042,0.000340937505573337,0.0686816328949033,-0.273290285976399,-0.124803974903093,-0.0785244631908174,-0.0471095045258236,-0.0147658617117373,40581.8335327172,0.999988035854209
"log_lik[2524]",-3.3351471126104,0.00373292194067933,0.775860009934782,-5.10491222491102,-3.79450603663556,-3.25293384991149,-2.78108613288404,-2.05689765712803,43198.5250151281,0.999955957878996
"log_lik[2525]",-0.00819590950728189,5.60924623845451e-05,0.00987195164196473,-0.035424612124841,-0.0105476208119169,-0.00490062451637826,-0.00206577046883342,-0.000261157106132788,30973.9810151756,0.999989020316512
"log_lik[2526]",-0.00819590950728189,5.60924623845451e-05,0.00987195164196473,-0.035424612124841,-0.0105476208119169,-0.00490062451637826,-0.00206577046883342,-0.000261157106132788,30973.9810151756,0.999989020316512
"log_lik[2527]",-0.0175173070257203,9.41907926414456e-05,0.0173554572266118,-0.0640205323629352,-0.023128273833326,-0.012287689414665,-0.00600312457785753,-0.0011370691416478,33951.2067970475,0.999990419589536
"log_lik[2528]",-0.0133808608213027,7.99904549988995e-05,0.0141904001575652,-0.0525515431084678,-0.0175948993929205,-0.00886349445914039,-0.0040750152882807,-0.000631483934275774,31471.1744605872,0.999989301103506
"log_lik[2529]",-0.057042963304147,0.000237560969316519,0.0439997341159529,-0.171452594817565,-0.0755412668393045,-0.0458032320904063,-0.0257736590235292,-0.0069769472449138,34304.4078362599,1.00006857617562
"log_lik[2530]",-0.0237066866614961,0.000125241515313036,0.0220029782149267,-0.0834607693371462,-0.0316947300735216,-0.017171164946796,-0.0086065994037138,-0.00164284497691226,30865.0020686571,0.999994230843465
"log_lik[2531]",-0.150921128470116,0.000505339486632985,0.0857019860938718,-0.360920647493048,-0.196342227455727,-0.134788326092636,-0.0880804543725713,-0.0336656702421666,28761.749764637,0.999997973505911
"log_lik[2532]",-0.1891314396682,0.000276761837978258,0.0599143212320028,-0.314786240669024,-0.228494396140618,-0.185832785924438,-0.146413424578217,-0.0817617142125608,46865.0273644706,0.999973876409083
