"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_lik[818]",-1.02281080696805,0.0040129630329147,0.16428923935728,-1.33681295740941,-1.12988426055173,-1.02915755502544,-0.925647280714296,-0.694874596105292,1676.05366335776,1.00245846028162
"log_lik[819]",-1.01769503615383,0.0040129874393706,0.163963588167693,-1.33058555476846,-1.12458551355952,-1.02412309198294,-0.920888490983138,-0.689814818023234,1669.39545523942,1.00246448608499
"log_lik[820]",-0.463731098895711,0.00282354843233888,0.0993270543588692,-0.694277957031738,-0.511083179898679,-0.447981043780006,-0.395556067657917,-0.309174502940347,1237.49835210477,1.00324059586411
"log_lik[821]",-1.02039693579404,0.00401904240246608,0.164227021805003,-1.33378545519551,-1.12742588395638,-1.02683572477475,-0.923406358484576,-0.692126578943145,1669.7215716655,1.00246616618503
"log_lik[822]",-0.467550548037574,0.00282169866907288,0.0996321811316043,-0.698056672970725,-0.515471030550136,-0.451919221625478,-0.39914838457941,-0.311938226974264,1246.74607374377,1.00321149788401
"log_lik[823]",-0.462944254453012,0.00287623913756905,0.100090562639649,-0.698111457754304,-0.509836618813113,-0.446794171327689,-0.394472140983149,-0.308367134047342,1210.97806901381,1.00331178920527
"log_lik[824]",-0.464698015468212,0.00286368079187874,0.100041750140571,-0.698809565059434,-0.511818582058382,-0.448703863092289,-0.396184731124024,-0.309618850694395,1220.43133125761,1.00328383177999
"log_lik[825]",-1.0234695961856,0.00404161080249655,0.164767043449388,-1.33800225536399,-1.13078874706353,-1.02995136075295,-0.926481362165435,-0.69327516366095,1662.00267483407,1.00248047130866
"log_lik[826]",-0.464631479145318,0.00282498054957627,0.0994276447663909,-0.695333913848019,-0.512044057379108,-0.448900377982654,-0.396389597707846,-0.30975887570208,1238.7491801122,1.00323609815651
"log_lik[827]",-0.463467593871667,0.00287855036395332,0.100171676415444,-0.698853640572859,-0.510370659165693,-0.447326908941563,-0.39493946546472,-0.308731945820183,1210.99463487877,1.00331096616064
"log_lik[828]",-0.462400222495354,0.00285019774956631,0.0996324461962305,-0.695256185012753,-0.509440475249851,-0.446411906501806,-0.394128361051547,-0.308071345310597,1221.9448377481,1.00328322165678
"log_lik[829]",-0.462829452811257,0.0028535914393845,0.0997225654825177,-0.69599644913835,-0.509873272365373,-0.446841324821918,-0.394508869290578,-0.308403188023329,1221.24640558228,1.00328443892149
"log_lik[830]",-0.467951848613645,0.00284598080152486,0.10004748572215,-0.700606726813814,-0.515714374700339,-0.452178987131929,-0.399364654879532,-0.312098763529865,1235.80066811581,1.0032389367734
"log_lik[831]",-1.02173197750433,0.00403770508784508,0.16459609164821,-1.33556806411045,-1.12894516691687,-1.0282663617759,-0.924819251053271,-0.691818066426042,1661.76591614265,1.0024794555925
"log_lik[832]",-0.460788179025477,0.00287736854445276,0.0999264131550713,-0.695995365954002,-0.507438591583051,-0.44459608276644,-0.392424065524539,-0.306742158091482,1206.06194508959,1.00332834139424
