"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"3-DD-SVD-H",0,0,-3143.90070163986,60.9273339535406,268.840517267758,12.8709287347691,6287.80140327972,121.854667907081
"3-DD-SVR-H",-114.220500425265,24.1835765908311,-3258.12120206511,62.935102540438,268.06291637001,12.5290001882141,6516.24240413022,125.870205080876
